equation;answer;correct
2*(x-1)+3*(x+1)=4*(x+2);2x-2+3x+3=4x+8;1
2*(x-1)+3*(x+1)=4*(x+2);x=7;1
2*(x+1)+5*(x-1)=7;2x+2+5x-5=7;1
2*(x+1)+5*(x-1)=7;7x=10;1
2*(x+1)+5*(x-1)=7;x=(10)/(7);1
8*(x-1)=7*(x+2);8x-8=7x+7;0
8*(x-1)=7*(x+2);8x-8=7x+7;0
8*(x-1)=7*(x+2);x=15;1
9*(x+1)=8*(x-2);9x+9=8x-16;1
9*(x+1)=8*(x-2);x=-5;0
9*(x+1)=8*(x-2);x=-25;1
7*(x-1)=6*(x-1);7x-7=6x-6;1
7*(x-1)=6*(x-1);x=1;1
5*(x+2)=4*(x-1);5x+10=4x-4;1
5*(x+2)=4*(x-1);x=-14;1
5*(x-2)=4*(x+3);5x-10=4x+12;1
5*(x-2)=4*(x+3);x=+22;1
3*(x+2)-1=2*(x+3)-7;3x+6-1=2x+6-7;1
3*(x+2)-1=2*(x+3)-7;x=-6;1
3*(x-1)+5*(x-1)=16;3x-3+5x-5=16;1
3*(x-1)+5*(x-1)=16;x=(24)/(8);1
3*(x-1)+5*(x-1)=16;x=(12)/(2);0
3*(x-1)+5*(x-1)=16;x=(8)/(1);0
3*(x-1)+5*(x-1)=16;x=(7)/(1);0
3*(x-1)+5*(x-1)=16;x=(12)/(2);0
3*(x-1)+5*(x-1)=16;x=(12)/(4);1
3*(x-1)+5*(x-1)=16;x=(6)/(2);1
3*(x-1)+5*(x-1)=16;x=(3)/(1);1
3*(x-1)+5*(x-1)=16;x=3;1
2*(2x+3)+5*(x+1)=12;4x+6+5x+5=12;1
2*(2x+3)+5*(x+1)=12;x=9x=1;0
2*(2x+3)+5*(x+1)=12;9x=1;1
2*(2x+3)+5*(x+1)=12;x=(1)/(9);1
3*(x+5)=2*(x-2);3x+15=2x-4;1
3*(x+5)=2*(x-2);x=-19;1
11*(x-7)-7*(x+1)=11-x;11x-77-7x-7=11-x;1
11*(x-7)-7*(x+1)=11-x;5x=55;0
11*(x-7)-7*(x+1)=11-x;5x=95;1
11*(x-7)-7*(x+1)=11-x;x=(95)/(5);1
11*(x-7)-7*(x+1)=11-x;x=(19)/(5);0
11*(x-7)-7*(x+1)=11-x;x=(19)/(1);1
11*(x-7)-7*(x+1)=11-x;x=19;1
3*(x+1)+2*(2x-3)=5*(x-1)+8;3x+3+4x-6=5x-5+8;1
3*(x+1)+2*(2x-3)=5*(x-1)+8;2x=6;1
3*(x+1)+2*(2x-3)=5*(x-1)+8;x=(6)/(2);1
3*(x+1)+2*(2x-3)=5*(x-1)+8;x=3;1
8*(x-2)=7*(x+2);8x-16=7x+17;0
8*(x-2)=7*(x+2);8x-16=7x+14;1
8*(x-2)=7*(x+2);x=30;1
9*(x-3)=7*(x-1);9x-3=7x-7;0
9*(x-3)=7*(x-1);9x-27=7x-7;1
9*(x-3)=7*(x-1);2x=20;1
9*(x-3)=7*(x-1);x=(20)/(2);1
9*(x-3)=7*(x-1);x=10;1
8x-2*(x+5)=20;8x-2x+5=20;0
8x-2*(x+5)=20;8x-2x-10;0
8x-2*(x+5)=20;8x-2x-10=20;1
8x-2*(x+5)=20;6x=30;1
8x-2*(x+5)=20;x=(30)/(6);1
8x-2*(x+5)=20;x=5;1
10*(x-3)=9*(x+2);10x-30+9x+18;0
10*(x-3)=9*(x+2);10x-30=9x+18;1
10*(x-3)=9*(x+2);x=48;1
8*(x+4)=7*(x-2);8x+32=7x-14;1
8*(x+4)=7*(x-2);x=-46;1
2*(2x+7)+3*(3x-5)=3*(4x+5)-1;4x+14+9x-15=12x+15-1;1
2*(2x+7)+3*(3x-5)=3*(4x+5)-1;4x9x-12x=+30-1-14;0
2*(2x+7)+3*(3x-5)=3*(4x+5)-1;4x+9x-12x=+15;1
2*(2x+7)+3*(3x-5)=3*(4x+5)-1;x=15;1
4*(x+1)=12;4x+4=12;1
4*(x+1)=12;4x=8;1
4*(x+1)=12;x=(8)/(4);1
4*(x+1)=12;x=(4)/(2);1
4*(x+1)=12;x=(2)/(1);1
4*(x+1)=12;x=2;1
9*(x-3)+1=18;9x-27+1=18;1
9*(x-3)+1=18;9x=44;1
9*(x-3)+1=18;x=(44)/(9);1
5*(3-x)=4x+18;15-5x=4x+18;1
5*(3-x)=4x+18;-9x=3;1
5*(3-x)=4x+18;x=(3)/(-9);1
5*(3-x)=4x+18;x=3;0
5*(3-x)=4x+18;x=-3;0
5*(3-x)=4x+18;x=(1)/(-3);1
9x-3*(2x+2)=15;9x-6x-6=15;1
9x-3*(2x+2)=15;3x=21;1
9x-3*(2x+2)=15;x=(21)/(3);1
9x-3*(2x+2)=15;x=7;1
5*(3-x)=2*(x-4)+15;15-5x=2x-8+15;1
5*(3-x)=2*(x-4)+15;-7x=8;0
5*(3-x)=2*(x-4)+15;-7x=-23+15;1
5*(3-x)=2*(x-4)+15;-7x=-5;0
5*(3-x)=2*(x-4)+15;-7x=-5;0
5*(3-x)=2*(x-4)+15;-7x=-5;0
5*(3-x)=2*(x-4)+15;-7x=-5;0
5*(3-x)=2*(x-4)+15;-7x=-5;0
5*(3-x)=2*(x-4)+15;-7x=-5;0
5*(3-x)=2*(x-4)+15;-7x=-5;0
5*(3-x)=2*(x-4)+15;-7x=-5;0
5*(3-x)=2*(x-4)+15;-7x=-5;0
5*(3-x)=2*(x-4)+15;-7x=-5;0
5*(3-x)=2*(x-4)+15;-7x=-5;0
5*(3-x)=2*(x-4)+15;-7x=-5;0
5*(3-x)=2*(x-4)+15;-7x=-5;0
5*(3-x)=2*(x-4)+15;-7x=-5;0
5*(3-x)=2*(x-4)+15;-7x=-5;0
5*(3-x)=2*(x-4)+15;-7x=-8;1
5*(3-x)=2*(x-4)+15;x=-(8)/(-7);1
5*(3-x)=2*(x-4)+15;x;0
5*(3-x)=2*(x-4)+15;x==;0
5*(3-x)=2*(x-4)+15;x=+(8)/(7);1
3*(2x-1)=-2*(x+3);6x-3=-2x-6;1
3*(2x-1)=-2*(x+3); ;0
3*(2x-1)=-2*(x+3);8x=-3;1
3*(2x-1)=-2*(x+3);x=-(3)/(8);1
3*(x-2)-5*(x-1)=-7;3x-6-5x-1=-7;0
3*(x-2)-5*(x-1)=-7;3x-6-5x+5=-7;1
3*(x-2)-5*(x-1)=-7;-2x=-6;1
3*(x-2)-5*(x-1)=-7;x=-(6)/(-2);1
3*(x-2)-5*(x-1)=-7;x=2;0
3*(x-2)-5*(x-1)=-7;x=-2;0
3*(x-2)-5*(x-1)=-7;x=-3;0
3*(x-2)-5*(x-1)=-7;x=+3;1
4*(x+10)-2*(x-5)=0;4x+40-2x+10=0;1
4*(x+10)-2*(x-5)=0;2x=-50;1
4*(x+10)-2*(x-5)=0;x=-(50)/(2);1
4*(x+10)-2*(x-5)=0;x=-25;1
6*(x-2)=-3*(x+2);6x-12=-3x-6;1
6*(x-2)=-3*(x+2);9x=6;1
6*(x-2)=-3*(x+2);9x=+6;1
6*(x-2)=-3*(x+2);x=(6)/(9x);0
6*(x-2)=-3*(x+2);x=(6)/(9);1
6*(x-2)=-3*(x+2);x=(2)/(3);1
15+3*(x+2)=-7+2*(x+1);15+3x+6=-72x+2;0
15+3*(x+2)=-7+2*(x+1);15+3x+6=-7+2x+2;1
15+3*(x+2)=-7+2*(x+1);x=-15-6-7+2;1
15+3*(x+2)=-7+2*(x+1);x=-26;1
-5*(-x-4)=-5;+5x+20=-5;1
-5*(-x-4)=-5;+5x=-25;1
-5*(-x-4)=-5;x=-(25)/(5);1
-5*(-x-4)=-5;x=5;0
-5*(-x-4)=-5;x=-5;1
2x-3=7-2*(2x-13);2x-3=7-4x-26;0
2x-3=7-2*(2x-13);2x-3=7-4x+26;1
2x-3=7-2*(2x-13);6x=36;1
2x-3=7-2*(2x-13);x=(36)/(6);1
2x-3=7-2*(2x-13);x=6;1
-2*(2x+1)-3*(x-5)=-8;-4x-2-3x-15±8;0
-2*(2x+1)-3*(x-5)=-8;-4x-2-3x-15±8;0
-2*(2x+1)-3*(x-5)=-8;-4x-2-3x+15=-8;1
-2*(2x+1)-3*(x-5)=-8;-7x=-21;1
-2*(2x+1)-3*(x-5)=-8;x=-(21)/(-7);1
-2*(2x+1)-3*(x-5)=-8;x=+3;1
-5*(x-1)-2*(x+2)=0;-5x+5-2x-4=0;1
-5*(x-1)-2*(x+2)=0;-7x=1;0
-5*(x-1)-2*(x+2)=0;-7x=+4-5;1
-5*(x-1)-2*(x+2)=0;-7x=-1;1
-5*(x-1)-2*(x+2)=0;x=+(1)/(7);1
-3*(x+4)+4*(x-9)=12;-3x-12+4x-36=12;1
-3*(x+4)+4*(x-9)=12;x=6;0
-3*(x+4)+4*(x-9)=12;x=60;1
x-3*(4-x)=7x-2*(x-1);x-12-3x=7x-2x+2;0
x-3*(4-x)=7x-2*(x-1);x-12+3x=7x-2x+2;1
x-3*(4-x)=7x-2*(x-1);7x=-14;0
x-3*(4-x)=7x-2*(x-1);x3x-7x+2x;0
x-3*(4-x)=7x-2*(x-1);x+3x-7x+2x=+12+2;1
x-3*(4-x)=7x-2*(x-1);-x=+14;1
x-3*(4-x)=7x-2*(x-1);x=14;0
x-3*(4-x)=7x-2*(x-1);x=-14;1
10+2*(x-2)=5-3*(x-4);10+2x-4=5-3x+12;1
10+2*(x-2)=5-3*(x-4);2x+3x=-10+12+45;0
10+2*(x-2)=5-3*(x-4);2x+3x=-10+12+4+5;1
10+2*(x-2)=5-3*(x-4);5x=11;1
10+2*(x-2)=5-3*(x-4);x=(11)/(5);1
2*(9x-2)+3*(2x+2)=-5*(2-x);18x-4+x5+6=-10+5x;0
2*(9x-2)+3*(2x+2)=-5*(2-x);18x-4+6x+6=-10-5x;0
2*(9x-2)+3*(2x+2)=-5*(2-x);18x-4+6x+6=-10-5x;0
2*(9x-2)+3*(2x+2)=-5*(2-x);18x-4+6x+4=-10+5x;0
2*(9x-2)+3*(2x+2)=-5*(2-x);18x-4+6x+6=-10+5x;1
2*(9x-2)+3*(2x+2)=-5*(2-x);x=-(12)/(19);1
x+3*(x-1)-2-3*(x-3)=0;x+3x-3-2-3x;0
x+3*(x-1)-2-3*(x-3)=0;x+3x-3-2-3x+9=0;1
x+3*(x-1)-2-3*(x-3)=0;x=-4;1
6x-4*(x-5)-3*(x-1)=0;6x-4x+20-3x+3=0;1
6x-4*(x-5)-3*(x-1)=0;-1x=-23;1
6x-4*(x-5)-3*(x-1)=0;x=-(23)/(-1);1
6x-4*(x-5)-3*(x-1)=0;x=+(23)/(1);1
6x-4*(x-5)-3*(x-1)=0;x=+23;1
7x+23-x=2x+20;7x-x-2x=+20-23;1
7x+23-x=2x+20;4x=-3;1
7x+23-x=2x+20;x=-(3)/(4);1
7x-2*(x+2)=10;7x-2x-4=10;1
7x-2*(x+2)=10;5x=14;1
7x-2*(x+2)=10;x=(14)/(5);1
x+(x)/(4)=20;4x+x=80;1
x+(x)/(4)=20;5x=80;1
x+(x)/(4)=20;x=(80)/(5);1
x+(x)/(4)=20;x=16;1
x-(x)/(5)=10;5x-x=50;1
x-(x)/(5)=10;x=(50)/(4);1
x-(x)/(5)=10;x=(25)/(2);1
x+(x)/(6)=20;6x+x=120;1
x+(x)/(6)=20;x=(120)/(7);1
(x)/(3)+(x)/(2)=15;2x+3x=90;1
(x)/(3)+(x)/(2)=15;x=(90)/(5x);0
(x)/(3)+(x)/(2)=15;x=(90)/(5);1
(x)/(3)+(x)/(2)=15;x=18;1
x-(x)/(2)=1;2x-x=2;1
x-(x)/(2)=1;x=2;1
(3x)/(2)-5x=-7;3x-10x=-14;1
(3x)/(2)-5x=-7;-7x=-14;1
(3x)/(2)-5x=-7;x=+(14)/(7);1
(3x)/(2)-5x=-7;x=2;1
(x)/(2)-(x)/(4)=12;2x-x=48;1
(x)/(2)-(x)/(4)=12;x=48;1
(3x)/(4)-(x)/(2)=-2;3x-2x=-8;1
(3x)/(4)-(x)/(2)=-2;x=-8;1
(x)/(2)+(x)/(3)=1;3x+2x=6;1
(x)/(2)+(x)/(3)=1;5x=6;1
(x)/(2)+(x)/(3)=1;x=(6)/(5);1
(x)/(2)+(x)/(7)=12;7x+2x=246;0
(x)/(2)+(x)/(7)=12;7x+2x=268;0
(x)/(2)+(x)/(7)=12;7x+2x=168;1
(x)/(2)+(x)/(7)=12;9x=168;1
(x)/(2)+(x)/(7)=12;x=(168)/(9);1
(x)/(2)+(x)/(7)=12;x=18;0
(x)/(2)+(x)/(7)=12;x=18.999999999;0
(x)/(2)+(x)/(7)=12;x=18;0
(x)/(2)+(x)/(7)=12;x=18;0
(x)/(2)+(x)/(7)=12;x=(18)/(1);0
(x)/(2)+(x)/(7)=12;x=18;0
(x)/(2)+(x)/(7)=12;x=(56)/(3);1
3-2*(x+3)=x-18;3-2x-6=z-18;0
3-2*(x+3)=x-18;3-2x-6=x-18;1
3-2*(x+3)=x-18;-2x-x=-18+6-3;1
3-2*(x+3)=x-18;-3x=15;0
3-2*(x+3)=x-18;-3x=-15;1
3-2*(x+3)=x-18;x=+(15)/(3);1
3-2*(x+3)=x-18;x=5;1
3*(x-4)=-1-(3x-1);3x-4=-1-3x+1;0
3*(x-4)=-1-(3x-1);3x-12-1-3x+1;0
3*(x-4)=-1-(3x-1);3x-12=-1-3x+1;1
3*(x-4)=-1-(3x-1);3x+3x=+12;1
3*(x-4)=-1-(3x-1);6x=12;1
3*(x-4)=-1-(3x-1);x=(12)/(6);1
3*(x-4)=-1-(3x-1);x=2;1
50+(3x-4)=2*(3x-4)+26;50+3x-4=6x-8+26;1
50+(3x-4)=2*(3x-4)+26;3x-6x=-8+26-50+4;1
50+(3x-4)=2*(3x-4)+26;3x=36;0
50+(3x-4)=2*(3x-4)+26;3x=28;1
50+(3x-4)=2*(3x-4)+26;x=(28)/(3);1
(x)/(2)+4x=15-(-x-6);x+8x=30+x+6;0
(x)/(2)+4x=15-(-x-6);x+8x=30+x-6;0
(x)/(2)+4x=15-(-x-6);x+8x=30+2x-12;0
(x)/(2)+4x=15-(-x-6);x+8x=30+2x+12;1
(x)/(2)+4x=15-(-x-6);6x=42;0
(x)/(2)+4x=15-(-x-6);7x=42;1
(x)/(2)+4x=15-(-x-6);x=(42)/(7);1
(x)/(2)+4x=15-(-x-6);x=6;1
2*(2x-4)=5-((x)/(2)+4);4x-8=5-x+8;0
(x)/(4)+2=(x-3)/(2);x+8=2x-6;1
(x)/(4)+2=(x-3)/(2);-x=-14;1
(x)/(4)+2=(x-3)/(2);x=+14;1
9-2*(x+3)=x-18;9-2x-6=x-18;1
9-2*(x+3)=x-18;-3x=20;0
9-2*(x+3)=x-18;-3x=-9-18+6;1
9-2*(x+3)=x-18;-3x=21;0
9-2*(x+3)=x-18;-3x=-21;1
9-2*(x+3)=x-18;x=+(21)/(3);1
9-2*(x+3)=x-18;x=7;1
4*(x-4)=-1-(3x-1);4x-16=-1-3x+1;1
4*(2x-5)=3-(-2x+1);8x-20=3+2x-1;1
4*(2x-5)=3-(-2x+1);6x=+203-1;0
4*(2x-5)=3-(-2x+1);6x=3-1+20;1
4*(2x-5)=3-(-2x+1);6x=22;1
4*(2x-5)=3-(-2x+1);x=(22)/(6);1
4*(2x-5)=3-(-2x+1);x=(11)/(3);1
(4)/(5)+(x)/(2)=(x)/(3)-1;24+15x=10x-30;1
(4)/(5)+(x)/(2)=(x)/(3)-1;5x=-54;1
(4)/(5)+(x)/(2)=(x)/(3)-1;x=-(54)/(5);1
x+3=2*(x-(1)/(2));x=2;0
(3*(x-4))/(8)-1=x-(4-x)/(6);3x-12-1=x-4-x;0
(x-5)/(3)+(3x-1)/(2)=4;2x-10+6x-3=24;0
(x-5)/(3)+(3x-1)/(2)=4;(2x-10)+(9x-3)=24;1
(x-5)/(3)+(3x-1)/(2)=4;11x=x=(37)/(11);0
(x-5)/(3)+(3x-1)/(2)=4;x=(37)/(11);1
3*(6x-8)+10=5*(x-2)-(-4+3x);18x-24+10=5x-10+4-3x;1
3*(6x-8)+10=5*(x-2)-(-4+3x);18x-5x+3x=-20+28;1
3*(6x-8)+10=5*(x-2)-(-4+3x);16x=8;1
3*(6x-8)+10=5*(x-2)-(-4+3x);x=(8)/(16);1
3*(6x-8)+10=5*(x-2)-(-4+3x);x=2;0
3*(6x-8)+10=5*(x-2)-(-4+3x);x=(1)/(2);1
(x-2)/(3)+2x=(5x)/(2);(2x-4)+12x=(15x);1
 x+15=45-2x;x=10;1
 x+15=45-2x;x+2x=45-15;1
 x+15=45-2x;3x=30;1
 x+15=45-2x;x=(30)/(3);1
 x+15=45-2x;x=10;1
x+4=10;x=10-4;1
x+4=10;x=63;0
x+4=10;x=6;1
x+1=23;x=22;1
x+5=34;x=34-5;1
x+5=34;x=29;1
x+8=12;x=12-8;1
x+8=12;x=4;1
x-1=11;x=10;0
x-1=11;x=11-1;0
x-1=11;x=12;1
x-6=12;x=12-6;0
x-6=12;x=12+6;1
x-6=12;x=18;1
x-9=30;x=30+9;1
x-9=30;x=39;1
x-8=19;x=19+8;1
x-8=19;x=27;1
10+x=56;x=56-10;1
10+x=56;x=46;1
18+x=20;x=20-183;0
18+x=20;x=20-18;1
18+x=20;x=2;1
15+x=21;x=21-15;1
15+x=21;x=6;1
120+x=220;x=220-120;1
120+x=220;x=100;1
100+x=300;x=300-100;1
100+x=300;x=200;1
99+x=180;x=180-99;1
99+x=180;x=81;1
4x=-28;x=-(28)/(4);1
4x=-28;x=7;0
4x=-28;x=-7;1
9x=18;x=(18)/(9);1
9x=18;x=2;1
4x=-16;x=-(16)/(4);1
4x=-16; ;0
4x=-16;x=-4;1
5x=-20;x=-(20)/(5);1
5x=-20;x=-4;1
12x=6;x=(6)/(12);1
12x=6;x=(3)/(6);1
12x=6;x=(1)/(3);0
12x=6;x=(1)/(2);1
18x=9;x=(9)/(18);1
18x=9;x=(1)/(9);0
18x=9;x=(1)/(2);1
7x=-21;x=-(21)/(7);1
7x=-21;x=-(3)/(1);1
7x=-21;x=(3)/(1);0
7x=-21;x=-(3)/(1);0
7x=-21;x=-3;1
8x=0;x=(0)/(8);1
8x=0;x=0;1
8x=32;x=(32)/(8);1
8x=32;x=4;1
48x=12;x=(48)/(12);0
48x=12;x=(12)/(48);1
48x=12;x=(6)/(24);1
48x=12;x=(3)/(12);1
48x=12;x=(1)/(4);1
35x=-70;x=-(70)/(35);1
35x=-70;x=23;0
35x=-70;x=2;0
35x=-70;x=-2;1
6x=32;x=(32)/(6);1
6x=32;x=(16)/(3);1
8x=10;x=(10)/(8);1
8x=10;x=(5)/(4);1
5x=-100;x=-(100)/(5);1
5x=-100;x=-20;1
32x=-8;x=-(8)/(32);1
32x=-8;x=(4)/(16);0
32x=-8;x=-(4)/(16);1
32x=-8;x=(2)/(8);0
32x=-8;x=-(2)/(8);1
32x=-8;x=-(1)/(4);1
-7x=-42;x=-(42)/(-7);1
-7x=-42;x=06;0
-7x=-42;x=6;1
-8x=-24;x=-(24)/(-8);1
-8x=-24;x=3;1
-20x=-4;x=-(4)/(-20);1
-20x=-4;x=(2)/(10);1
-20x=-4;x=(1)/(5);1
-60=-2x; ;0
-60=-2x;x=-(2)/(-60);0
-60=-2x;2x=-60;0
-60=-2x;-2x=-60;1
-60=-2x;x=-(60)/(-2);1
-60=-2x;x=30;1
45=-5x;x=-(5x)/(45);0
45=-5x;x=(5)/(45);0
45=-5x;x=-(5)/(45);0
45=-5x;-5x=45;1
45=-5x;x=(45)/(-5);1
45=-5x;x=-9;1
90=2x;2x=90;1
90=2x;x=(90)/(2);1
90=2x;x=95;0
90=2x;x=35;0
90=2x;x=35;0
90=2x;x=45;1
(x)/(2)=12;x=(12)/(2);0
(x)/(2)=12;x=12*2;1
(x)/(2)=12;x=24;1
(x)/(2)=8;x=8*2;1
(x)/(2)=8;x=16;1
(x)/(2)=-5;x=5*2;0
(x)/(2)=-5;x=-5*2;1
(x)/(2)=-5;x=-10;1
(x)/(3)=9;x=9*3;1
(x)/(3)=9;x=27;1
(x)/(4)=-5;x=-5*4;1
(x)/(4)=-5;x=-20;1
(3x)/(4)=9;3x=9*4;1
(3x)/(4)=9;3x=36;1
(3x)/(4)=9;x=(36)/(3);1
(3x)/(4)=9;x=12;1
(2x)/(5)=-4;2x=-4*5;1
(2x)/(5)=-4;2x=-20;1
(2x)/(5)=-4;x=-(20)/(2);1
(2x)/(5)=-4;x=-10;1
(2x)/(3)=-10;2x=-10*3;1
(2x)/(3)=-10;2x=-30;1
(2x)/(3)=-10;x=-(30)/(2);1
(2x)/(3)=-10;x=-15;1
(x)/(4)=-30;x=-30*4;1
(x)/(4)=-30;x=-120;1
3x+10=91;3x=91-10;1
3x+10=91;3x=81;1
3x+10=91;x=(81)/(3);1
3x+10=91;x=27;1
4x+7=x+25;4x-x=25-7;1
4x+7=x+25;3x=18;1
4x+7=x+25;x=(18)/(3);1
4x+7=x+25;x=6;1
6x-19=71;6x=71+19;1
6x-19=71;6x=90;1
6x-19=71;x=(90)/(6);1
6x-19=71;x=;0
6x-19=71;x=15;1
2x+3=9;2x=9-3;1
2x+3=9;2x=6;1
2x+3=9;x=(6)/(2);1
2x+3=9;x=3;1
5x+10=50;5x=50-10;1
5x+10=50;5x=40;1
5x+10=50;x=(40)/(5);1
5x+10=50;x=8;1
6x-1=11;6x=11+1;1
6x-1=11;6x=12;1
6x-1=11;x=(12)/(6);1
6x-1=11;x=2;1
7x-1=13;7x=13+1;1
7x-1=13;7x=14;1
7x-1=13;x=(14)/(7);1
7x-1=13;x=2;1
2x+5=27;2x=27-5;1
2x+5=27;2x=22;1
2x+5=27;x=(22)/(2);1
2x+5=27;x=11;1
7x+1=6x+6;7x-6x=6-1;1
7x+1=6x+6;x=6;0
7x+1=6x+6;1x=5;1
7x+1=6x+6;x=(5)/(1);1
7x+1=6x+6;x=5;1
4x-7=3x+9;4x-6x=9+7;0
4x-7=3x+9;4x-3x=9+7;1
4x-7=3x+9;1x=2;0
4x-7=3x+9;1x=16;1
4x-7=3x+9;x=16;1
4x-8=2x+6;4x-2x=6+8;1
4x-8=2x+6;2x=14;1
4x-8=2x+6;x=(14)/(23);0
4x-8=2x+6;x=(14)/(2);1
4x-8=2x+6;x=7,;0
4x-8=2x+6;x=7;1
5x-3=2x-9;5x+2x=-9+3;0
5x-3=2x-9;5x-2x=-9+3;1
5x-3=2x-9;3x=-6;1
5x-3=2x-9;x=-(6)/(3);1
5x-3=2x-9;x=-2;1
2x-20=x+80;2x-x=80+20;1
2x-20=x+80;x=100;1
9x-10=170;9x=170+10;1
9x-10=170;9x=180;1
9x-10=170;x=(180)/(10);0
9x-10=170;x=(180)/(9);1
9x-10=170;x=20;1
5x-10=70;5x=70+10;1
5x-10=70;5x=80;1
5x-10=70;x=(80)/(5);1
5x-10=70;x=16;1
6x=2x+28;6x-2x=28;1
6x=2x+28;4x=28;1
6x=2x+28;x=(28)/(4);1
6x=2x+28;x=12;0
6x=2x+28;x=7;1
5x-2=18+3x;5x-3x=18+2;1
5x-2=18+3x;2x=20;1
5x-2=18+3x;x=(20)/(2);1
5x-2=18+3x;x=10;1
6x-10=2x+14;6x-2x=14+10;1
6x-10=2x+14;4x=24;1
6x-10=2x+14;x=(24)/(4);1
6x-10=2x+14;x=6;1
4x+8=2x+12;4x-2x=12-8;1
4x+8=2x+12;2x=4;1
4x+8=2x+12;x=(4)/(2);1
4x+8=2x+12;x=2;1
9x+10=8x-7;9x-8x=-7-10;1
9x+10=8x-7;x=-17;1
5x-18=4x+30;5x-4x=30+18;1
5x-18=4x+30;x=48;1
3*(2x-1)=2*(x+1)+3;6x-3=2x-2+3;0
3*(2x-1)=2*(x+1)+3;6x-3=2x+2+3;1
3*(2x-1)=2*(x+1)+3;6x-2x=3+2+3;1
3*(2x-1)=2*(x+1)+3;4x=8;1
3*(2x-1)=2*(x+1)+3;x=(8)/(4);1
3*(2x-1)=2*(x+1)+3;x=2;1
3*(x+3)-1=2;3x+9-1=2;1
3*(x+3)-1=2;3x=2+1-9;1
3*(x+3)-1=2;3x=-6;1
3*(x+3)-1=2;x=-(6)/(3);1
3*(x+3)-1=2;x=-2;1
3*(x+2)=2*(x-7);3x+6=2x-14;1
3*(x+2)=2*(x-7);3x-2x=-14-6;1
3*(x+2)=2*(x-7);x=-20;1
5*(2x+7)-1=4*(x-5)+9;10x+35-1=4x-20+9;1
5*(2x+7)-1=4*(x-5)+9;10x-4x=9-20+1-35;1
5*(2x+7)-1=4*(x-5)+9;6x=12-35;0
5*(2x+7)-1=4*(x-5)+9;6x=9-20+1-35;1
5*(2x+7)-1=4*(x-5)+9;6x=11+1-35;0
5*(2x+7)-1=4*(x-5)+9;6x=-55+10;0
5*(2x+7)-1=4*(x-5)+9;6x=-55+9+1;1
5*(2x+7)-1=4*(x-5)+9;6x=-55+10;1
5*(2x+7)-1=4*(x-5)+9;6x=65;0
5*(2x+7)-1=4*(x-5)+9;6x=-65;0
5*(2x+7)-1=4*(x-5)+9;6x=-45;1
5*(2x+7)-1=4*(x-5)+9;x=-(45)/(6);1
5*(2x+7)-1=4*(x-5)+9;x=-(15)/(2);1
2*(x-1)+3*(x+1)=4*(x+2);2x-2+3x+3=4x+8;1
2*(x-1)+3*(x+1)=4*(x+2);2x+3x-4x=8-3+2;1
2*(x-1)+3*(x+1)=4*(x+2);1x=7;1
2*(x-1)+3*(x+1)=4*(x+2);x=(7)/(1);1
2*(x-1)+3*(x+1)=4*(x+2);x=7;1
2*(x+1)+5*(x-1)=7;2x+2+5x-5=7;1
2*(x+1)+5*(x-1)=7;2x-5x=7+5-2;0
2*(x+1)+5*(x-1)=7;2x+5x=7+5-2;1
2*(x+1)+5*(x-1)=7;7x=10;1
2*(x+1)+5*(x-1)=7;x=(10)/(7);1
8*(x-1)=7*(x+2);8x-8=7x+14;1
8*(x-1)=7*(x+2);8x-7x=14+8;1
8*(x-1)=7*(x+2);1x=6;0
8*(x-1)=7*(x+2);1x=22;1
8*(x-1)=7*(x+2);x=(22)/(1);1
8*(x-1)=7*(x+2);x=22;1
9*(x+1)=8*(x-2);9x+x=8x+16;0
9*(x+1)=8*(x-2);9x+9=8x+16;0
9*(x+1)=8*(x-2);9x+9=8x-16;1
9*(x+1)=8*(x-2);9x-8x=-16-9;1
9*(x+1)=8*(x-2);x=25;0
9*(x+1)=8*(x-2);1x=-25;1
9*(x+1)=8*(x-2);x=-25;1
7*(x-1)=6*(x-1);7x-7=6x-6;1
7*(x-1)=6*(x-1);7x-6x=-6+7;1
7*(x-1)=6*(x-1);1x=1;1
7*(x-1)=6*(x-1);x=(1)/(1);1
7*(x-1)=6*(x-1);x=1;1
5*(x+2)=4*(x-1);5x+10=4x-4;1
5*(x+2)=4*(x-1);5x-4x=-4-10;1
5*(x+2)=4*(x-1);1x=-14;1
5*(x+2)=4*(x-1);x=-14;1
5*(x-2)=4*(x+3);5x-10=4x+7;0
5*(x-2)=4*(x+3);5x-10=4x+12;1
5*(x-2)=4*(x+3);5x-4x=12+10;1
5*(x-2)=4*(x+3);1x=22;1
5*(x-2)=4*(x+3);x=22;1
5*(x-2)=4*(x+3);x=(22)/(1);1
5*(x-2)=4*(x+3);x=22;1
3*(x+2)-1=2*(x+3)-7;3x+6-1=2x+6-7;1
3*(x+2)-1=2*(x+3)-7;3x-2x=-7+6-6+1;1
3*(x+2)-1=2*(x+3)-7;1x=-6;1
3*(x+2)-1=2*(x+3)-7;x=-(6)/(1);1
3*(x+2)-1=2*(x+3)-7; ;0
3*(x+2)-1=2*(x+3)-7;x=-6;1
3*(x-1)+5*(x-1)=16;3x-3+5x-5=16;1
3*(x-1)+5*(x-1)=16;3x+5x=16+5+3;1
3*(x-1)+5*(x-1)=16;8x=24;1
3*(x-1)+5*(x-1)=16;x=(24)/(8);1
